sample_name,species,fastq_1,fastq_2
200115_Puck_200115_08,Mus musculus,/camp/stp/babs/working/bahn/projects/rodriquess/sam.rodriques/032_spatial_transcriptomics/sequencing/211026_MN01566_0017_A000H3M5CH/210611_human.test2/data/200115_Puck_200115_08_S1_L001_R1.fastq.gz,/camp/stp/babs/working/bahn/projects/rodriquess/sam.rodriques/032_spatial_transcriptomics/sequencing/211026_MN01566_0017_A000H3M5CH/210611_human.test2/data/200115_Puck_200115_08_S1_L001_R2.fastq.gz
